dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,LandAndOceanMovingAverageTemperature12
1871-11-01,5.113,0.825,10.639,1.017,-0.3169999999999999,1.024,13.972,0.285,14.984333333333334
1871-12-01,3.1630000000000003,0.573,7.912000000000001,1.294,-3.677,1.043,13.435,0.225,15.00591666666667
1872-01-01,1.652,0.996,8.228,1.236,-3.228,1.225,13.041,0.325,15.001916666666668
1872-02-01,2.35,0.856,8.953,1.257,-3.26,1.364,13.376,0.301,15.008333333333335
1872-03-01,4.922,0.611,11.159,0.994,-2.156,1.016,14.107,0.239,14.998666666666667
1872-04-01,7.845999999999999,0.5379999999999999,14.041,1.085,1.464,0.8909999999999999,14.969,0.217,14.976666666666667
1872-05-01,11.198,0.503,17.369,1.0590000000000002,5.046,1.095,15.927,0.21,14.98975
1872-06-01,13.055,0.434,19.299,0.757,7.564,0.746,16.361,0.193,14.981666666666664
1872-07-01,14.285,0.478,19.705,1.105,7.883999999999999,1.045,16.843,0.205,14.980416666666668
1872-08-01,13.821,0.485,19.415,0.7759999999999999,7.450999999999999,1.097,16.822,0.2,14.9945
1872-09-01,11.957999999999998,0.368,17.718,0.7,5.938,0.887,16.173000000000002,0.178,15.00725
1872-10-01,9.24,0.394,15.715,0.8809999999999999,3.025,1.467,15.181,0.187,15.017249999999999
1872-11-01,5.372000000000001,0.493,11.293,0.994,-0.0609999999999999,1.233,14.101,0.209,15.027999999999999
1872-12-01,2.627,0.913,8.526,1.078,-3.418,1.325,13.331,0.302,15.019333333333334
1873-01-01,2.013,0.706,8.285,1.171,-3.4400000000000004,1.753,13.353,0.251,15.045333333333332
1873-02-01,3.195,0.7490000000000001,8.591000000000001,1.132,-3.719,1.52,13.707,0.269,15.072916666666666
1873-03-01,4.704,0.696,11.105,0.823,-1.761,1.047,14.151,0.253,15.076583333333332
1873-04-01,7.462000000000001,0.616,13.983,1.262,1.069,1.145,14.879,0.239,15.069083333333333
1873-05-01,11.005999999999998,0.42,16.765,0.726,4.202,0.753,15.821,0.204,15.060250000000002
1873-06-01,13.405,0.495,19.006,1.0490000000000002,6.783,0.568,16.429000000000002,0.215,15.065916666666668
1873-07-01,14.287,0.407,19.974,0.769,8.024,0.755,16.805,0.194,15.06275
1873-08-01,13.755,0.438,19.241,0.728,7.446999999999999,0.725,16.726,0.191,15.054749999999999
1873-09-01,11.486999999999998,0.436,16.979000000000006,0.8740000000000001,5.297999999999999,0.741,15.965,0.189,15.037416666666665
1873-10-01,9.234,0.4320000000000001,14.431,0.921,2.386,0.941,15.13,0.203,15.033166666666668
1873-11-01,5.819,0.545,10.914,0.838,-0.8119999999999998,1.05,14.094,0.215,15.032583333333335
1873-12-01,3.846,0.6659999999999999,8.847999999999997,1.157,-2.628,1.445,13.531,0.242,15.04925
1874-01-01,2.685,0.825,7.382999999999999,1.233,-3.764,1.139,13.392,0.283,15.052500000000002
1874-02-01,3.069,0.7240000000000001,7.962000000000001,1.324,-3.2300000000000004,1.615,13.458,0.258,15.03175
1874-03-01,4.221,0.5920000000000001,8.948,1.244,-1.942,1.1,13.807,0.225,15.003083333333334
1874-04-01,8.231,0.39,13.237,1.12,1.005,0.7929999999999999,14.91,0.186,15.005666666666665
1874-05-01,11.306,0.411,16.969,0.7879999999999999,4.667000000000002,1.011,15.75,0.207,14.999749999999999
1874-06-01,13.306,0.467,19.062,0.8909999999999999,6.857,0.7959999999999999,16.211000000000002,0.205,14.981583333333333
1874-07-01,14.122,0.419,19.82,1.046,7.487999999999999,0.8590000000000001,16.745,0.197,14.976583333333332
1874-08-01,13.815,0.382,19.618,0.7390000000000001,7.228999999999999,0.6890000000000001,16.645,0.182,14.969833333333332
1874-09-01,12.111,0.366,17.704,0.626,5.632000000000001,0.759,16.122,0.178,14.982916666666668
1874-10-01,9.12,0.475,15.841,0.889,3.025,1.047,15.005,0.195,14.972499999999998
1874-11-01,5.809,0.626,10.563,1.177,-0.5490000000000002,1.004,14.013,0.23,14.96575
1874-12-01,3.407,0.5379999999999999,9.495,1.03,-1.6780000000000002,1.431,13.425999999999998,0.214,14.956999999999999
1875-01-01,1.533,0.672,6.678999999999999,1.047,-4.7170000000000005,1.524,13.027,0.246,14.926583333333333
1875-02-01,2.259,0.718,7.5219999999999985,0.813,-4.365,1.173,13.35,0.257,14.917583333333333
1875-03-01,4.256,0.461,10.673,0.951,-2.207,1.097,13.974,0.2,14.9315
1875-04-01,7.635999999999999,0.38,13.759,1.157,1.1740000000000002,0.937,14.923,0.186,14.932583333333334
1875-05-01,10.746,0.376,17.509,1.105,4.163,0.664,15.792,0.183,14.936083333333334
1875-06-01,13.157,0.418,19.603,0.965,6.497000000000001,0.583,16.358,0.185,14.948333333333332
1875-07-01,14.144,0.397,20.534,0.727,7.872999999999998,0.614,16.683,0.175,14.943166666666665
1875-08-01,13.401,0.433,20.053,0.76,7.326999999999999,0.718,16.637999999999998,0.187,14.942583333333333
1875-09-01,11.319,0.394,17.713,0.726,5.172999999999999,0.741,16.059,0.186,14.937333333333333
1875-10-01,8.584999999999999,0.39,14.754,0.7340000000000001,2.205,0.935,15.125,0.185,14.947333333333333
1875-11-01,4.614,0.366,10.56,0.821,-1.3509999999999998,1.031,13.905,0.182,14.938333333333333
1875-12-01,2.665,0.413,8.741999999999999,1.13,-2.402,1.339,13.229,0.193,14.921916666666668
1876-01-01,1.856,0.503,7.327000000000001,1.027,-3.325,0.883,13.1,0.209,14.927999999999999
1876-02-01,2.617,0.505,8.895,1.215,-3.095,0.8959999999999999,13.496,0.208,14.940166666666668
1876-03-01,4.748,0.515,10.247,0.823,-1.711,0.969,14.047,0.21,14.946250000000001
1876-04-01,8.199,0.412,14.188,0.8240000000000001,1.814,0.805,14.95,0.193,14.948500000000001
1876-05-01,10.69,0.513,16.783,0.745,4.7280000000000015,0.684,15.57,0.204,14.93
1876-06-01,13.130999999999998,0.28,18.888,0.769,6.7700000000000005,0.977,16.290000000000006,0.154,14.924333333333335
1876-07-01,14.319,0.369,19.855,0.715,7.891,0.861,16.848,0.173,14.938083333333333
1876-08-01,13.481,0.407,19.665,0.63,7.549999999999999,0.7090000000000001,16.579,0.186,14.933166666666667
1876-09-01,11.687,0.377,17.667,0.662,5.687,0.848,15.89,0.2,14.919083333333333
1876-10-01,8.946,0.327,14.4,0.677,2.766,1.037,15.047,0.175,14.912583333333336
1876-11-01,5.093,0.414,10.498,0.7509999999999999,-0.6530000000000002,0.7959999999999999,13.903,0.187,14.912416666666667
1876-12-01,2.194,0.58,8.805,0.8220000000000001,-2.806,0.985,13.193,0.221,14.909416666666667
1877-01-01,2.286,0.708,8.078999999999999,1.095,-3.1620000000000004,1.132,13.306,0.249,14.926583333333333
1877-02-01,2.928,0.584,9.755,1.222,-2.357,0.872,13.732,0.232,14.94625
1877-03-01,5.297000000000001,0.487,10.782,0.7440000000000001,-1.4780000000000002,0.893,14.459,0.204,14.980583333333334
1877-04-01,8.039,0.429,13.827,0.767,2.032,0.845,15.126,0.197,14.99525
1877-05-01,11.056,0.4,16.802,0.598,5.022,0.696,15.854,0.185,15.018916666666668
1877-06-01,13.384,0.464,19.257,0.604,6.875,0.907,16.594,0.2,15.04425
1877-07-01,14.642,0.402,20.733,0.62,8.18,0.7290000000000001,17.004,0.183,15.057250000000002
1877-08-01,14.151,0.383,20.643,0.8759999999999999,7.786,0.894,17.076,0.174,15.098666666666666
1877-09-01,12.075,0.418,17.930999999999997,0.53,5.9670000000000005,0.6920000000000001,16.437,0.187,15.14425
1877-10-01,9.273,0.273,14.324000000000002,0.758,2.704,0.89,15.536,0.165,15.185
1877-11-01,6.348,0.479,11.54,1.008,0.7889999999999999,0.757,14.564,0.195,15.240083333333333
1877-12-01,2.9960000000000004,0.444,9.491,1.212,-0.5750000000000002,0.845,13.704,0.19,15.282666666666666
1878-01-01,2.0170000000000003,0.461,8.277999999999999,1.004,-3.083,1.011,13.537999999999998,0.191,15.302
1878-02-01,3.728,0.563,9.483,1.226,-1.7140000000000002,1.063,14.177,0.214,15.339083333333335
1878-03-01,6.6080000000000005,0.477,12.343,0.8029999999999999,0.3609999999999999,0.991,14.882,0.203,15.374333333333333
1878-04-01,8.899,0.431,15.041,0.7170000000000001,2.963,0.946,15.573,0.185,15.411583333333333
1878-05-01,11.017,0.419,16.945999999999998,0.807,5.090000000000002,0.797,16.016,0.188,15.425083333333333
1878-06-01,13.796,0.38,19.356,0.398,7.461,0.8290000000000001,16.711000000000002,0.185,15.434833333333335
1878-07-01,14.742,0.378,20.299,0.481,8.582,0.706,16.999000000000002,0.183,15.434416666666666
1878-08-01,14.094,0.465,20.308,0.573,8.074,0.516,16.905,0.184,15.420166666666667
1878-09-01,12.093,0.375,17.827,0.674,6.1,0.831,16.267,0.177,15.405999999999999
1878-10-01,9.173,0.306,15.255,0.605,3.506,0.893,15.307,0.165,15.386916666666666
1878-11-01,6.446000000000001,0.429,12.502,0.823,0.6859999999999999,0.8320000000000001,14.388,0.184,15.37225
1878-12-01,3.344,0.415,9.268,0.988,-2.246,1.086,13.526,0.176,15.357416666666666
1879-01-01,2.303,0.6579999999999999,8.558,0.8859999999999999,-3.3110000000000004,0.978,13.349,0.23,15.341666666666669
1879-02-01,2.737,0.672,8.69,0.862,-3.0810000000000004,0.873,13.63,0.233,15.296083333333334
1879-03-01,4.924,0.461,10.686,0.8909999999999999,-1.3890000000000002,0.789,14.34,0.183,15.250916666666669
1879-04-01,7.767999999999999,0.458,14.201,0.835,1.986,0.736,14.987,0.182,15.202083333333334
1879-05-01,10.803,0.388,16.752000000000002,0.581,4.5360000000000005,0.695,15.807,0.1639999999999999,15.184666666666667
1879-06-01,13.23,0.459,19.022,0.703,7.018000000000002,0.527,16.500999999999998,0.176,15.167166666666667
1879-07-01,14.238,0.379,19.637,0.607,7.64,0.491,16.746000000000002,0.1639999999999999,15.146083333333335
1879-08-01,13.245,0.426,19.125,0.473,7.289999999999999,0.5870000000000001,16.635,0.171,15.123583333333334
1879-09-01,11.449000000000002,0.357,17.652,0.8490000000000001,5.542000000000001,0.51,16.007,0.163,15.101916666666668
1879-10-01,9.229,0.331,14.744000000000002,0.746,2.747,0.7609999999999999,15.25,0.156,15.097166666666666
1879-11-01,5.526,0.376,11.549,0.815,-0.5,0.691,14.203,0.168,15.081750000000001
1879-12-01,2.5380000000000003,0.596,8.173,0.866,-3.531,1.151,13.318,0.211,15.064416666666666
1880-01-01,1.755,0.5720000000000001,7.882999999999999,0.757,-3.37,0.8640000000000001,13.129,0.204,15.046083333333334
1880-02-01,2.052,0.491,7.957000000000001,0.909,-3.767,0.7959999999999999,13.407,0.187,15.027499999999998
1880-03-01,4.63,0.468,10.655,0.912,-1.814,0.7959999999999999,14.273,0.186,15.021916666666664
1880-04-01,7.558999999999998,0.456,14.082,0.711,1.2979999999999998,0.623,15.008,0.194,15.023666666666665
1880-05-01,11.095999999999998,0.389,16.917,0.7490000000000001,4.877000000000002,0.772,15.85,0.172,15.02725
1880-06-01,13.327,0.436,19.29,0.5579999999999999,6.597,0.631,16.400000000000002,0.175,15.018833333333333
1880-07-01,14.140999999999998,0.396,20.037,0.5539999999999999,7.852,0.691,16.687,0.1669999999999999,15.013916666666667
1880-08-01,13.807,0.384,19.502,0.7929999999999999,7.555,0.698,16.695,0.163,15.018916666666668
1880-09-01,11.386,0.289,17.558000000000003,0.59,5.84,0.636,15.918,0.148,15.0115
1880-10-01,8.673,0.296,14.567,0.4920000000000001,2.8960000000000004,0.73,15.024,0.149,14.992666666666667
1880-11-01,5.893,0.386,10.826,0.596,-0.6540000000000001,0.797,14.233,0.162,14.995166666666668
1880-12-01,3.1060000000000003,0.416,7.6869999999999985,0.733,-2.657,0.82,13.48,0.168,15.008666666666668
1881-01-01,2.4610000000000003,0.634,7.3439999999999985,0.7240000000000001,-3.687,0.981,13.396,0.221,15.030916666666668
1881-02-01,2.6260000000000003,0.595,8.594,0.6920000000000001,-2.813,0.77,13.625,0.21,15.049083333333336
1881-03-01,5.01,0.52,10.925999999999998,0.613,-1.131,0.493,14.355,0.193,15.055916666666668
1881-04-01,8.322999999999999,0.362,14.297,0.787,2.291,0.879,15.267,0.157,15.0775
1881-05-01,11.165,0.406,17.283,0.8420000000000001,5.263000000000001,0.644,15.999,0.172,15.089916666666667
1881-06-01,12.745,0.357,18.946,0.7170000000000001,6.801,0.534,16.329,0.1639999999999999,15.084000000000001
1881-07-01,14.203,0.344,20.295,0.6759999999999999,8.334,0.504,16.783,0.155,15.091999999999999
1881-08-01,13.71,0.376,19.879,0.5589999999999999,8.046999999999999,0.7879999999999999,16.665,0.154,15.089500000000001
1881-09-01,11.689,0.287,17.430000000000003,0.6659999999999999,5.876,0.535,15.982,0.141,15.094833333333334
1881-10-01,8.850999999999997,0.315,14.232,0.518,2.9360000000000004,0.449,15.115,0.148,15.102416666666665
1881-11-01,5.272,0.397,10.781,0.674,-0.203,0.552,14.019,0.157,15.084583333333333
1881-12-01,3.196,0.439,8.597999999999999,1.063,-2.5970000000000004,0.537,13.511,0.1689999999999999,15.087166666666667
1882-01-01,2.99,0.486,8.392000000000001,0.69,-3.022,0.914,13.632,0.18,15.106833333333332
1882-02-01,3.2310000000000003,0.4270000000000001,8.754,0.826,-3.067,1.06,13.843,0.172,15.125
1882-03-01,5.04,0.498,10.794,0.634,-1.411,0.718,14.339,0.185,15.123666666666667
1882-04-01,7.690999999999999,0.369,13.713,0.516,1.7519999999999998,0.664,15.031,0.156,15.104
1882-05-01,10.888,0.337,16.830000000000002,0.5770000000000001,4.8870000000000005,0.546,15.816,0.151,15.08875
1882-06-01,12.805,0.298,18.941,0.613,7.032,0.534,16.355999999999998,0.142,15.091
1882-07-01,13.747,0.334,19.773,0.639,7.965,0.488,16.634,0.148,15.078583333333333
1882-08-01,13.703,0.433,19.832,0.748,7.8359999999999985,0.443,16.678,0.171,15.079666666666666
1882-09-01,11.736,0.287,17.769000000000005,0.493,5.891,0.458,16.108,0.141,15.090166666666667
1882-10-01,8.445,0.327,14.595999999999998,0.659,2.784,0.461,15.022,0.151,15.082416666666667
1882-11-01,5.066,0.359,11.404000000000002,0.892,-0.581,0.841,14.033,0.157,15.083583333333335
1882-12-01,2.205,0.404,8.573,0.7440000000000001,-2.795,0.581,13.187,0.1669999999999999,15.056583333333334
1883-01-01,1.4600000000000002,0.53,7.063999999999999,0.622,-4.519,0.605,13.106,0.19,15.012750000000002
1883-02-01,1.856,0.498,7.54,0.934,-4.303000000000001,0.65,13.358,0.18,14.972333333333331
1883-03-01,4.928999999999999,0.421,10.123,0.625,-2.0940000000000003,0.726,14.236,0.162,14.96375
1883-04-01,7.690999999999999,0.424,13.967,0.528,1.4680000000000002,0.7,14.916,0.166,14.954166666666667
1883-05-01,10.832,0.354,16.898,0.512,4.793,0.459,15.825,0.153,14.954916666666668
1883-06-01,13.302,0.294,20.049,0.703,7.303,0.398,16.512,0.139,14.967916666666667
1883-07-01,14.011,0.355,20.457,0.625,7.7189999999999985,0.453,16.664,0.146,14.970416666666667
1883-08-01,13.224,0.34,19.591,0.65,7.463999999999999,0.365,16.538,0.136,14.95875
1883-09-01,11.343,0.327,17.663,0.583,5.299,0.349,15.956,0.1369999999999999,14.946083333333334
1883-10-01,8.908999999999997,0.249,14.621,0.569,2.6710000000000003,0.601,15.054,0.123,14.948750000000002
1883-11-01,4.905,0.293,10.987,0.5589999999999999,-0.436,0.647,13.943,0.135,14.941249999999998
1883-12-01,3.261,0.363,8.587,0.629,-2.803,0.76,13.451,0.147,14.963250000000002
1884-01-01,2.12,0.472,7.566999999999998,0.598,-4.118,0.947,13.279000000000002,0.17,14.97766666666667
1884-02-01,2.474,0.486,8.292,0.6759999999999999,-3.841,0.4970000000000001,13.6,0.176,14.997833333333334
1884-03-01,3.892,0.476,10.552,0.595,-2.444,0.75,13.914,0.174,14.970999999999998
1884-04-01,7.185999999999999,0.311,13.58,0.5579999999999999,0.6990000000000001,0.6459999999999999,14.744000000000002,0.136,14.956666666666665
1884-05-01,10.198,0.353,16.465999999999998,0.56,3.9890000000000008,0.453,15.558,0.14,14.93441666666667
1884-06-01,12.527,0.382,18.787,0.643,6.362,0.517,16.185000000000002,0.144,14.907166666666669
1884-07-01,13.622,0.375,19.569000000000003,0.544,7.468,0.494,16.434,0.143,14.888
1884-08-01,13.257,0.41,19.318,0.5539999999999999,7.250999999999999,0.457,16.408,0.151,14.877166666666668
1884-09-01,11.235,0.392,17.365000000000002,0.8490000000000001,5.365,0.345,15.826,0.148,14.866333333333335
1884-10-01,8.581,0.307,14.304,0.463,2.587,0.5770000000000001,14.954,0.13,14.857999999999999
1884-11-01,5.164,0.383,10.464,0.563,-0.991,0.486,13.827,0.144,14.848333333333334
1884-12-01,3.028,0.408,8.041,0.6709999999999999,-2.5540000000000003,0.6609999999999999,13.27,0.152,14.83325
1885-01-01,1.003,0.664,6.420999999999999,0.664,-4.621,0.698,12.889,0.215,14.80075
1885-02-01,2.2430000000000003,0.578,8.247,0.695,-3.438,0.728,13.327,0.192,14.778
1885-03-01,4.622,0.381,10.56,0.6,-2.023,0.603,14.021,0.146,14.786916666666668
1885-04-01,7.3359999999999985,0.398,13.483,0.745,1.352,0.428,14.747,0.148,14.78716666666667
1885-05-01,10.567,0.391,16.704,0.657,4.202,0.7390000000000001,15.565,0.145,14.78775
1885-06-01,12.716,0.304,18.762,0.513,6.492000000000001,0.343,16.105,0.129,14.781083333333333
1885-07-01,13.972,0.369,20.205,0.496,7.627999999999999,0.5539999999999999,16.601,0.142,14.795
1885-08-01,13.351,0.445,19.889,0.6679999999999999,7.087000000000001,0.607,16.438,0.157,14.7975
1885-09-01,11.435,0.365,17.317,0.534,5.28,0.451,15.907,0.14,14.804249999999998
1885-10-01,8.722000000000001,0.347,14.707,0.494,2.547,0.426,15.054,0.1369999999999999,14.812583333333334
1885-11-01,5.425,0.377,11.488,0.436,-0.476,0.726,14.057,0.143,14.83175
1885-12-01,3.644,0.481,9.156,0.5539999999999999,-1.539,0.7190000000000001,13.542,0.165,14.854416666666665
1886-01-01,1.436,0.545,7.023,0.5870000000000001,-3.755,0.552,13.001,0.181,14.863749999999998
1886-02-01,1.793,0.453,8.015,0.79,-3.884,0.782,13.175999999999998,0.16,14.851166666666666
1886-03-01,4.2620000000000005,0.346,10.568,0.539,-2.188,0.6659999999999999,13.888,0.135,14.840083333333332
1886-04-01,7.909,0.299,14.085,0.5920000000000001,1.367,0.461,14.841,0.129,14.847916666666665
1886-05-01,10.784,0.468,17.195999999999998,0.8,4.4220000000000015,0.496,15.837,0.165,14.87058333333333
1886-06-01,12.789,0.318,19.145,0.665,6.5600000000000005,0.627,16.197000000000006,0.127,14.87825
1886-07-01,14.226,0.354,20.004,0.72,8.055,0.5429999999999999,16.622,0.138,14.88
1886-08-01,13.323,0.369,19.344,0.71,7.449,0.595,16.458000000000002,0.1369999999999999,14.881666666666668
1886-09-01,11.6,0.3229999999999999,17.419,0.604,5.62,0.313,15.831,0.131,14.875333333333336
1886-10-01,8.604,0.355,14.735,0.608,2.58,0.457,14.979,0.139,14.869083333333334
1886-11-01,5.226,0.353,11.208,0.483,-0.71,0.5429999999999999,13.877,0.141,14.854083333333335
1886-12-01,3.502,0.449,8.616,0.7170000000000001,-1.862,0.8420000000000001,13.316,0.161,14.835250000000002
1887-01-01,0.8240000000000001,0.568,6.863999999999999,0.545,-4.678000000000001,1.038,12.62,0.187,14.8035
1887-02-01,2.0540000000000003,0.464,8.142999999999999,0.5539999999999999,-4.0470000000000015,0.536,13.095999999999998,0.166,14.796833333333334
1887-03-01,4.552,0.433,10.828,0.514,-1.901,0.45,13.946,0.16,14.801666666666668
1887-04-01,7.789,0.333,13.936,0.406,1.524,0.471,14.941,0.141,14.81
1887-05-01,10.84,0.396,17.337,0.501,4.569000000000001,0.449,15.651,0.153,14.794500000000001
1887-06-01,12.89,0.327,18.431,0.629,6.513999999999999,0.58,16.214000000000002,0.136,14.795916666666665
1887-07-01,14.021,0.343,19.899,0.6659999999999999,8.199,0.436,16.63,0.1369999999999999,14.796583333333333
1887-08-01,13.097,0.358,19.177,0.593,7.390999999999999,0.696,16.372,0.138,14.789416666666668
1887-09-01,11.707,0.378,17.392000000000003,0.4920000000000001,5.7010000000000005,0.496,15.916,0.147,14.7965
1887-10-01,8.738,0.263,14.716,0.69,2.531,0.413,14.983,0.126,14.796833333333334
1887-11-01,5.5920000000000005,0.382,11.66,0.575,-0.2640000000000001,0.446,14.037,0.145,14.810166666666666
1887-12-01,2.875,0.46,8.298,0.901,-2.656,0.6559999999999999,13.386,0.166,14.816
1888-01-01,1.7080000000000002,0.375,6.685999999999999,0.579,-4.299,0.531,13.132,0.148,14.858666666666666
1888-02-01,2.039,0.456,7.898,0.701,-3.555,0.942,13.32,0.165,14.877333333333334
1888-03-01,4.3,0.401,10.491,0.504,-2.039,0.569,13.972,0.152,14.8795
1888-04-01,7.845,0.429,13.884,0.8370000000000001,1.66,0.738,14.938,0.157,14.87925
1888-05-01,10.62,0.389,16.329,0.5429999999999999,4.187,0.598,15.73,0.152,14.885833333333332
1888-06-01,12.921,0.395,18.897,0.738,6.476,0.482,16.360000000000007,0.153,14.898000000000001
1888-07-01,14.242,0.321,20.063,0.746,7.77,0.403,16.686,0.135,14.902666666666669
1888-08-01,13.511,0.436,19.36,0.716,7.2879999999999985,0.476,16.611,0.158,14.922583333333334
1888-09-01,11.685,0.344,17.808000000000003,0.375,5.468999999999999,0.561,15.995,0.142,14.929166666666667
1888-10-01,9.201,0.286,14.783,0.391,2.951,0.493,15.318,0.131,14.957083333333332
1888-11-01,5.792000000000001,0.361,11.384,0.377,0.052,0.42,14.259,0.144,14.975583333333335
1888-12-01,3.222,0.396,9.327,0.557,-2.511,0.512,13.608,0.154,14.994083333333334
1889-01-01,1.7619999999999998,0.458,7.377000000000001,0.7290000000000001,-4.053000000000001,0.984,13.417,0.168,15.017833333333336
1889-02-01,3.409,0.399,8.814,0.612,-2.899,0.526,13.954,0.156,15.070666666666666
1889-03-01,5.299,0.419,11.628,0.611,-0.8079999999999999,0.452,14.446,0.165,15.110166666666666
